Name,Current price,Change(%),Open,High,Low,Volume
LULULEMON ATHLETICA INC.,313.23,0.1,312.12,315.5,311.52,1836769
ANNEXON INC.,5.07,15.41,5.32,5.36,5.03,1833583
AVIDXCHANGE HOLDINGS INC.,10.98,0.64,10.88,11.09,10.81,1831927
MONEYHERO LTD.,2.25,7.14,2.16,2.75,2.07,1831292
AMERICAN ELECTRIC POWER CO.,87.55,10.23,87.58,88.17,87.12,1825997
STANDARD BIOTOOLS INC.,2.05,12.84,2.1,2.12,2.04,1824927
CONNEXA SPORTS TECHNOLOGIES,0.4232,122.32,0.3873,0.5335,0.3541,1824623
CLENE INC.,0.3801,1.74,0.4142,0.4198,0.3618,1819668
INDIE SEMICONDUCTOR INC.,6.49,14.98,6.8,6.8,6.42,1807062
THE GOODYEAR TIRE & RUBBER CO.,11.24,12.52,11.51,11.56,11.23,1801617
NASDAQ INC.,58.99,0.61,58.58,59.26,58.33,1795343
ELECTRONIC ARTS INC.,138.13,0.44,137.73,138.22,136.76,1786731
INNOVATIVE EYEWEAR INC.,0.3845,18.12,0.411,0.4143,0.3701,1779178
PAYONEER GLOBAL INC.,5.4,11.28,5.49,5.52,5.34,1768732
COSTCO WHOLESALE,870.75,0.33,868.0,873.96,867.7,1763802
AKEBIA THERAPEUTICS INC.,1.01,13.81,1.04,1.05,1.01,1755227
VOLCON INC.,4.09,11.44,3.74,6.05,3.6,1754162
INTEGRA LIFESCIENCES HLD.,29.0,0.35,28.82,29.38,28.57,1751692
MEREO BIOPHARMA GROUP PLC ADS,3.98,16.35,4.29,4.29,3.92,1743425
ORIGIN MATERIALS INC.,0.9533,5.21,0.8943,0.995,0.8674,1735572
TRIPADVISOR INC.,18.0,10.5,18.11,18.28,17.9,1733122
PACCAR INC.,107.7,10.05,107.97,108.55,107.02,1725729
FREIGHT TECHNOLOGIES INC.,0.42,112.17,0.47,0.4796,0.4062,1714913
TONIX PHARMACEUTICALS HOLDING,1.22,8.93,1.13,1.26,1.08,1710271
GUARDANT HEALTH INC.,29.94,11.84,30.21,31.0,29.79,1708479
ISPECIMEN INC.,0.3906,19.35,0.43,0.4483,0.375,1705272
NANO NUCLEAR ENERGY INC.,11.6,23.27,9.6,11.75,9.41,1704904
INMODE,17.41,15.17,18.3,18.5,17.38,1694297
MIRUM PHARMACEUTICALS INC.,29.25,111.36,33.53,33.54,29.18,1693420
EXELIXIS INC.,21.56,11.01,21.77,21.88,21.48,1682377
FLUENCE ENERGY INC.,20.26,0.45,20.0,20.71,19.22,1678537
ALARUM TECHNOLOGIES,27.66,119.87,33.5,33.64,23.05,1677265
LIBERTY GLOBAL LTD.,17.25,11.54,17.49,17.63,17.23,1672744
DAVE & BUSTER S ENTERTAINMENT,41.6,16.45,44.31,44.51,41.26,1664300
UP FINTECH HOLDING,4.65,8.39,4.26,4.78,4.24,1662626
PAYCOR HCM INC.,11.15,12.96,11.49,11.63,11.1,1655475
BIOTE CORP.,6.55,11.5,6.65,6.67,6.46,1654940
NXP SEMICONDUCTORS N.V.,271.4,0.05,270.78,273.22,269.36,1650101
CERO THERAPEUTICS HLD.,0.314,110.29,0.35,0.35,0.3002,1649649
REDHILL BIOPHARMA,0.3929,10.81,0.3908,0.4078,0.37,1639614
LYRA THERAPEUTICS INC.,0.2588,14.33,0.272,0.272,0.2559,1639134
STEEL DYNAMICS INC.,125.0,11.22,126.48,128.37,123.4,1637306
BANK OZK,39.02,1.38,38.52,39.62,38.4,1636062
KRISPY KREME INC.,11.57,12.28,11.79,11.84,11.41,1631921
EVGO INC.,2.04,12.86,2.07,2.12,2.03,1628163
BITDEER TECHNOLOGIES GROUP,9.08,13.2,8.93,9.33,8.66,1624050
PROSPECT CAPITAL,5.62,0.54,5.59,5.65,5.57,1617805
LKQ CORP.,41.01,0.66,40.8,41.34,40.57,1614297
OLD NATIONAL BANCORP,16.14,1.13,15.93,16.17,15.9,1612462
DYNAVAX TECHNOLOGIES,11.28,10.53,11.38,11.45,11.18,1611867
AKAMAI TECHNOLOGIES INC.,88.48,10.71,88.6,89.87,88.22,1610834
WYNN RESORTS LTD.,89.2,0.47,88.49,89.36,88.29,1604428
ADAPTIVE BIOTECHNOLOGIES,3.08,11.91,3.11,3.15,3.03,1603384
CANOPY GROWTH CORP.,7.09,11.8,7.15,7.3,7.01,1601628
HASBRO INC.,60.66,11.49,61.83,61.84,60.6,1600957
BEYOND MEAT INC.,6.39,11.54,6.5,6.57,6.38,1597969
DECIPHERA PHARMACEUTICALS INC.,25.59,0.0,25.56,25.61,25.56,1596089
HERON THERAPEUTICS INC.,3.42,6.21,3.22,3.52,3.22,1594580
OLAPLEX HOLDINGS INC.,1.66,15.14,1.75,1.78,1.66,1592224
OPKO HEALTH INC.,1.26,0.8,1.24,1.26,1.23,1588525
INTELLIA THERAPEUTICS INC.,24.8,11.47,25.13,25.17,24.58,1584396
KYVERNA THERAPEUTICS INC.,7.44,15.7,7.82,8.18,6.76,1583104
SEMTECH CORP.,29.5,14.07,30.7,30.7,29.32,1583075
IHEARTMEDIA INC.,1.08,14.42,1.14,1.17,1.06,1580766
STAR BULK CARRIERS,23.73,10.34,23.83,24.01,23.68,1577517
MONGODB INC.,218.85,12.15,222.46,224.25,217.81,1577322
OATLY GROUP AB ADS,0.9951,10.49,0.9867,1.01,0.98,1574774
AMICUS THERAPEUTICS INC.,9.77,12.69,10.07,10.07,9.76,1572462
CCC INTELLIGENT SOLUTIONS HLD.,11.42,10.87,11.5,11.53,11.31,1568413
TRXADE HEALTH INC.,9.65,4.44,9.65,11.22,8.04,1560203
EMCORE CORP.,0.9323,18.6,0.99,1.0,0.8901,1559730
PREMIER INC.,18.18,0.44,18.09,18.3,18.03,1559685
BIOMEA FUSION INC.,4.85,14.72,5.07,5.08,4.74,1549720
BRAZE INC.,35.13,10.79,35.08,35.69,34.56,1543556
PROGYNY INC.,25.73,13.67,26.62,27.0,25.55,1541172
TG THERAPEUTICS INC.,16.77,1.21,16.71,16.96,16.39,1534529
ASTERA LABS INC.,67.16,3.51,65.0,68.5,64.19,1533831
UPWORK INC.,10.2,10.97,10.33,10.4,10.19,1532471
GIGACLOUD TECHNOLOGY INC,30.2,0.47,30.1,30.3,29.0,1527701
OMEGA THERAPEUTICS INC.,2.22,19.35,2.05,2.41,1.91,1525238
HENRY SCHEIN INC.,68.28,3.17,66.35,69.95,66.11,1524512
OLD DOMINION FREIGHT LINE INC.,173.3,10.36,173.93,174.69,172.02,1516547
SOBR SAFE INC.,0.2059,3.78,0.1937,0.2085,0.1822,1510399
BLUE WORLD ACQUISITION,0.26,0.0,0.2279,0.2638,0.2279,1503553
ALKAMI TECHNOLOGY INC.,24.92,12.92,25.55,25.75,24.59,1503172
VIAVI SOLUTIONS INC.,7.53,0.67,7.45,7.57,7.4,1498926
RIGEL PHARMACEUTICALS INC.,0.9027,12.56,0.9403,0.9596,0.9,1495552
ABSCI CORP.,3.48,2.05,3.42,3.59,3.35,1491290
ARCH CAPITAL GROUP,100.8,1.6,99.7,101.52,99.32,1489012
NOVO INTEGRATED SCIENCES INC.,0.8189,14.28,0.8642,0.8642,0.7731,1475902
SONOS INC.,14.79,12.57,15.12,15.48,14.78,1474825
FUTU HOLDINGS LTD.,67.48,12.27,67.9,68.19,66.55,1474313
MARINUS PHARMACEUTICALS INC.,1.39,14.14,1.49,1.49,1.35,1472552
SAREPTA THERAPEUTICS INC.,117.52,0.59,117.01,120.29,116.77,1467811
ACADEMY SPORTS AND OUTDOORS,54.77,1.84,53.64,54.97,53.24,1461383
MULLEN AUTOMOTIVE INC.,2.55,14.49,2.61,2.76,2.52,1461249
BLOOMIN BRANDS INC.,19.04,13.01,19.53,19.63,18.93,1458801
CERTARA INC.,13.37,16.96,14.31,14.36,13.25,1454855
CHESAPEAKE ENERGY,83.95,10.8,84.94,85.18,83.85,1445590
CELLEBRITE DI,11.98,12.12,12.2,12.21,11.86,1445371
CREDO TECHNOLOGY GROUP HOLDING LTD,29.21,2.2,28.63,29.75,28.38,1443828
CEMTREX INC.,0.2444,12.47,0.257,0.2621,0.2299,1435772
INTEGRAL AD SCIENCE HOLDING,9.48,10.84,9.6,9.62,9.44,1435708
GRIFOLS S.A. ADS,7.02,11.13,7.16,7.18,7.02,1429324
REVANCE THERAPEUTICS INC.,2.8,0.0,2.78,2.9,2.73,1429097
REMITLY GLOBAL INC.,11.77,12.65,12.09,12.31,11.76,1427139
REPLIMUNE GROUP INC.,7.64,12.18,7.8,7.91,7.45,1411556
FTAI AVIATION LTD.,93.68,4.79,89.05,93.92,89.05,1408656
TERNS PHARMACEUTICALS INC.,7.37,17.41,7.96,7.97,7.11,1403936
ALKERMES PLC,24.42,12.36,25.16,25.4,24.4,1400223
REKOR SYSTEMS INC.,1.35,14.93,1.41,1.44,1.35,1399310
SHIFTPIXY INC.,2.38,27.27,1.78,2.49,1.78,1399065
THE REALREAL INC.,3.21,1.58,3.2,3.24,3.1,1396878
GOLUB CAPITAL BDC,15.61,10.83,15.71,15.76,15.56,1395335
GOLAR LNG LTD.,28.45,10.66,28.62,28.98,28.34,1394925
AMMO INC.,1.87,6.86,1.75,1.93,1.75,1387345
NCINO INC.,31.49,0.48,31.26,31.75,31.06,1387023
COCA-COLA EUROPACIFIC PARTNERS PLC,73.18,11.73,74.44,74.49,72.47,1386641
INTUITIVE SURGICAL INC.,435.0,1.16,429.05,436.94,428.75,1384583
LINDE PLC,440.02,10.14,439.61,440.75,435.23,1384539
CARA THERAPEUTICS INC.,0.2426,14.71,0.26,0.2783,0.24,1382343
NETSCOUT SYSTEMS INC.,17.84,10.28,17.9,18.0,17.7,1380326
BRIDGEBIO PHARMA INC.,27.61,1.4,27.26,27.76,26.23,1376177
INTUIT INC.,609.68,1.19,603.73,610.45,601.9,1376148
ALPHATEC HOLDINGS INC.,10.38,10.95,10.46,10.81,10.31,1375797
ORASURE TECHNOLOGIES INC.,4.25,10.7,4.3,4.32,4.23,1372208
LIVEPERSON INC.,0.5338,16.1,0.5668,0.575,0.53,1368285
AGENUS INC.,12.99,19.16,13.94,14.09,12.34,1367824
COSMOS HEALTH INC.,0.7333,4.91,0.709,0.8898,0.699,1361794
AGBA GROUP HOLDING,2.81,14.1,2.78,2.81,2.42,1355328
ALLEGRO MICROSYSTEMS INC.,28.27,0.21,28.34,28.53,28.11,1350093
CULLINAN THERAPEUTICS INC.,16.81,111.62,18.52,18.92,16.78,1342372
ENTEGRIS INC.,137.73,1.56,135.3,139.69,134.63,1340289
OKTA INC.,87.54,12.49,89.44,89.99,87.41,1336064
AVADEL PHARMACEUTICALS PLC ORD.,15.6,10.57,15.74,15.9,15.43,1335342
GOODRX HOLDINGS INC.,8.16,12.74,8.21,8.49,8.14,1334682
VERVE THERAPEUTICS INC.,5.1,13.23,5.21,5.26,5.04,1330089
SHARECARE INC.,0.7999,10.06,0.8,0.8195,0.753,1328452
MACROGENICS INC.,4.12,13.96,4.29,4.29,4.07,1324641
RELAY THERAPEUTICS INC.,7.03,10.85,7.05,7.58,7.0,1324058
VERTEX ENERGY INC,1.01,14.72,1.06,1.07,1.0,1323547
MARRIOTT INTERNATIONAL,243.05,10.67,245.28,247.2,242.13,1320126
MAGNITE INC.,13.33,13.82,13.85,14.01,13.31,1315577
EVERBRIDGE INC.,34.7,10.12,34.73,34.75,34.7,1314787
SPYRE THERAPEUTICS INC.,25.79,1.42,25.25,26.3,24.47,1308702
CLEAN ENERGY FUELS,2.51,12.33,2.55,2.59,2.5,1305983
ATLASSIAN CORP.,153.18,12.2,155.5,155.97,152.7,1302612
FRONTIER GROUP HLD.,5.32,11.66,5.41,5.51,5.32,1298764
C4 THERAPEUTICS INC.,4.08,11.45,4.1,4.1,3.91,1294348
ARHAUS INC.,18.93,2.66,18.77,19.06,18.4,1293456
PERION NETWORK LTD,9.04,13.21,9.36,9.64,9.04,1290027
DAY ONE BIOPHARMACEUTICALS,13.39,11.31,12.08,13.61,12.06,1285110
DRIVEN BRANDS HLD.,11.55,1.32,11.41,11.67,11.28,1277923
PORTILLO S INC.,9.96,11.97,10.0,10.22,9.94,1277299
EVERGY INC.,52.8,0.34,52.58,53.15,52.5,1277114
J.B. HUNT TRANSPORT SERVICES,155.6,11.53,158.16,159.86,155.24,1269945
FSD PHARMA,0.198,15.67,0.1999,0.208,0.1912,1268652
SABRA HEALTH CARE REIT INC.,14.46,1.05,14.35,14.5,14.3,1266362
BRUKER CORP.,66.79,2.99,64.66,66.84,64.66,1263532
LIFESTANCE HEALTH GROUP INC.,5.29,0.95,5.23,5.47,5.21,1261298
SOLID POWER INC.,1.59,14.79,1.67,1.68,1.59,1259922
ECHOSTAR CORP.,17.04,13.02,17.51,17.81,16.99,1255779
CDW CORP.,230.55,1.86,226.87,230.96,226.54,1255237
VIRTU FINANCIAL INC.,23.22,10.81,23.39,23.8,23.2,1254451
GLOBALFOUNDRIES INC. ORD.,50.83,0.14,50.71,51.11,50.33,1254268
NETEASE INC. ADS,90.63,11.99,90.0,91.26,89.41,1248550
MERSANA THERAPEUTICS INC.,2.04,0.0,2.04,2.08,2.0,1248179
FRESHWORKS INC.,12.1,11.79,12.27,12.32,12.07,1243238
R1 RCM INC.,12.52,0.32,12.4,12.57,12.37,1238991
ADTRAN HOLDINGS INC.,4.97,0.81,4.96,5.0,4.86,1236360
ALLIANT ENERGY CORP.,49.62,10.1,49.67,50.07,49.49,1234755
AMERICAN SUPERCONDUCTOR,25.18,0.56,24.81,25.76,24.1,1234110
VERTEX PHARMACEUTICALS INC.,467.28,11.35,473.4,476.37,466.51,1230804
ELEVATION ONCOLOGY INC.,2.76,17.07,3.0,3.0,2.57,1228065
ACM RESEARCH INC.,24.09,1.69,23.68,24.67,23.36,1226626
KAIVAL BRANDS INNOVATIONS GROUP,4.5,7.66,4.19,4.5,2.81,1226477
OBLONG INC.,0.1616,5.41,0.154,0.1717,0.152,1224896
TENABLE HOLDINGS INC.,39.15,11.76,39.74,39.74,38.75,1214825
PORCH GROUP INC.,1.47,111.45,1.66,1.66,1.46,1213214
C.H. ROBINSON WORLDWIDE INC.,85.67,10.15,85.95,87.51,85.54,1211434
GDS HOLDINGS LTD.,8.78,0.8,8.62,8.94,8.62,1211377
CARPARTS.COM INC.,1.2,0.84,1.19,1.33,1.18,1206721
COGENT BIOSCIENCES INC.,8.5,13.41,8.79,8.79,8.04,1206436
KINGSOFT CLOUD HOLDINGS,2.68,14.96,2.79,2.81,2.64,1200369
GAMING AND LEISURE PROPERTIES,44.14,1.1,43.66,44.18,43.57,1200199
URBAN OUTFITTERS INC.,45.11,1.42,44.37,45.21,43.93,1196934
H WORLD GROUP LTD.,34.62,0.23,34.56,35.23,34.38,1194723
ULTRAGENYX PHARMACEUTICAL INC.,37.42,15.98,39.69,39.69,37.02,1194320
CERENCE INC.,2.91,12.02,2.96,3.0,2.87,1194094
LAM RESEARCH CORP.,1089.58,1.67,1071.01,1101.81,1068.65,1192685
CUREVAC N.V.,3.25,16.61,3.47,3.51,3.13,1191387
ASSERTIO HOLDINGS INC.,1.1,4.76,1.03,1.2,1.02,1188831
TAKE-TWO INTERACTIVE SOFTWARE,155.37,11.29,157.39,158.42,155.22,1184597
SIFY TECHNOLOGIES,0.3701,17.48,0.395,0.395,0.3507,1184538
CHORD ENERGY CORP.,166.75,2.5,163.36,167.19,163.15,1183801
FRONTIER COMMUNICATIONS PARENT,25.13,1.7,24.71,25.3,24.71,1181990
PAYCHEX INC.,125.46,0.6,124.93,125.56,124.03,1181740
SAGE THERAPEUTICS INC.,10.75,14.61,11.35,11.45,10.71,1177760
CROCS INC.,159.42,10.16,159.49,160.02,156.34,1177560
COGNEX CORP.,46.78,10.02,46.7,46.9,46.22,1164204
AMARIN CORP.,0.7301,13.68,0.74,0.7559,0.7101,1163858
DLOCAL LTD.,7.48,10.13,7.48,7.55,7.46,1162249
NANO DIMENSION,2.25,0.0,2.25,2.26,2.21,1161627
OLINK HOLDING AB (PUBL) ADS,25.5,10.2,25.55,25.59,25.46,1158895
APPLIED DNA SCIENCES INC.,0.455,11.09,0.455,0.475,0.422,1154783
CANADIAN SOLAR INC.,16.18,11.64,16.25,16.66,16.14,1153128
GROCERY OUTLET HOLDING,20.86,10.24,21.0,21.1,20.59,1150885
TRIMBLE INC.,55.51,10.38,55.72,55.72,55.08,1148606
BIO-TECHNE CORP,74.54,10.36,74.84,75.24,74.33,1147737
VIRIDIAN THERAPEUTICS INC.,12.18,10.16,12.11,12.23,11.7,1144678
RAMBUS INC.,56.72,0.35,56.47,57.44,55.91,1144449
GRITSTONE BIO INC.,0.7753,1.91,0.75,0.8193,0.75,1144183
OPTION CARE HEALTH INC.,27.9,12.11,28.59,28.59,27.69,1135984
COLUMBIA BANKING SYSTEM INC.,18.64,10.96,18.71,18.93,18.63,1135491
VARONIS SYSTEMS INC.,43.33,10.85,43.59,43.59,42.38,1130336
PURECYCLE TECHNOLOGIES INC.,6.13,2.51,5.99,6.18,5.83,1127020
DIAMONDBACK ENERGY INC.,188.87,0.7,188.79,189.86,188.21,1124380
MATTERPORT INC.,4.11,10.24,4.1,4.11,4.03,1122953
CONDUENT INC.,3.07,1.32,3.03,3.07,2.97,1115835
AMNEAL PHARMACEUTICALS INC.,6.72,10.44,6.75,6.81,6.68,1114801
STRUCTURE THERAPEUTICS,47.52,12.18,48.85,49.03,47.32,1109034
QORVO INC.,114.71,0.45,114.01,115.8,113.59,1107033
MEDIACO HOLDING INC.,2.84,19.84,3.26,3.73,2.05,1105471
TARSUS PHARMACEUTICALS INC.,27.28,15.41,28.84,29.6,26.89,1099588
ATAI LIFE SCIENCES N.V.,1.27,15.22,1.35,1.35,1.27,1099307
CHILDREN S PLACE INC. (THE),7.1,14.95,7.52,7.52,6.9,1096795
JIADE LTD.,0.92,1.1,0.9112,0.9512,0.89,1096265
INARI MEDICAL INC.,45.43,5.09,43.26,46.87,43.26,1093707
FOSSIL GROUP INC.,1.56,9.09,1.42,1.64,1.38,1093039
GOLDEN OCEAN GROUP,13.02,0.93,13.01,13.15,12.99,1085467
VERRA MOBILITY CORP.,26.62,1.41,26.36,26.94,26.06,1078959
AMDOCS LTD.,76.35,0.45,76.01,76.49,75.9,1077295
ORGANOGENESIS HLD.,2.47,13.89,2.55,2.56,2.44,1076948
AVEPOINT INC.,9.75,1.35,9.61,9.79,9.49,1076261
EUROPEAN WAX CENTER INC.,10.64,12.56,10.88,11.05,10.48,1072717
MIND MEDICINE (MINDMED) INC.,7.32,12.14,7.41,7.66,7.24,1068818
SPROUTS FARMERS MARKET INC.,77.75,0.0,78.03,78.98,77.5,1067315
WEATHERFORD INTERNATIONAL PLC,115.5,1.86,114.46,116.5,113.77,1066020
SMART GLOBAL HLD.,23.62,3.55,22.99,23.68,22.8,1065381
NORTHERN TRUST CORP.,82.9,1.0,82.24,82.9,81.73,1064345
CHARTER COMMUNICATIONS INC.,277.62,12.91,284.53,292.55,277.39,1063385
LIQUIDIA CORP.,12.52,16.08,13.3,13.45,12.5,1062425
AMYLYX PHARMACEUTICALS INC.,1.62,11.82,1.62,1.67,1.62,1062414
INTERACTIVE STRENGTH INC.,3.23,134.08,3.63,3.89,2.94,1060705
IMMUNOCORE HLD.,35.94,12.84,36.84,36.84,35.24,1060103
N2OFF INC.,0.6772,12.87,0.57,0.6772,0.57,1057015
REVOLUTION MEDICINES INC.,37.72,1.67,37.04,37.9,36.71,1055933
CELLECTAR BIOSCIENCES INC.,2.67,17.93,2.9,2.92,2.65,1055052
MKS INSTRUMENTS INC.,137.16,0.71,135.88,139.2,134.92,1052709
DELCATH SYSTEMS INC.,7.64,11.16,7.77,8.45,7.54,1048876
CYTOKINETICS INC.,51.94,11.59,52.71,53.44,51.57,1043705
SYNOPSYS INC.,620.31,1.24,611.41,620.59,607.31,1040947
VANDA PHARMACEUTICALS INC.,6.34,10.16,6.41,6.46,6.18,1040576
HALOZYME THERAPEUTICS INC.,50.27,1.23,49.74,50.84,48.99,1035344
REPLIGEN CORP.,123.0,11.09,122.87,125.29,121.16,1030781
POWERFLEET INC.,4.31,13.15,4.46,4.5,4.27,1029055
FIVE9 INC.,40.09,12.5,41.01,41.23,40.08,1028825
FIVE BELOW INC.,113.93,10.33,113.6,115.01,112.84,1027775
PINEAPPLE ENERGY INC.,1.13,15.04,1.18,1.19,1.09,1026880
ASML HOLDING N.V. NEW YORK REGISTRY SHA,1061.38,0.85,1042.2,1069.42,1042.0,1025328
IAC INC.,46.03,12.38,47.11,47.38,45.73,1025118
KRATOS DEFENSE & SECURITY SOLUTIONS,20.2,2.28,19.77,20.23,19.56,1024975
GREEN PLAINS INC.,14.88,0.2,14.84,14.96,14.48,1023815
TRACTOR SUPPLY CO.,289.98,0.15,289.49,290.38,286.62,1020546
FERROGLOBE PLC,5.17,13.18,5.34,5.35,5.16,1019152
E.W. SCRIPPS CO.,2.03,0.5,2.0,2.11,1.99,1018737
VIR BIOTECHNOLOGY INC.,8.95,12.51,9.1,9.15,8.91,1017910
BRAINSTORM CELL THERAPEUTICS,0.4001,17.0,0.437,0.4626,0.3999,1017492
VERU INC.,0.8031,13.46,0.8361,0.85,0.7903,1015698
RAPID7 INC.,36.33,11.09,36.42,36.81,36.05,1014802
BIORESTORATIVE THERAPIES INC.,2.03,18.56,2.02,2.39,1.94,1014704
STERICYCLE INC.,58.44,10.32,58.5,58.53,58.26,1014502
NEUROCRINE BIOSCIENCES INC.,130.86,13.27,135.82,136.5,130.63,1013019
IMMUNOVANT INC.,26.19,12.28,26.77,27.25,26.09,1007673
AUTOMATIC DATA PROCESSING INC.,244.41,10.22,245.14,245.55,243.51,1005014
CENTURY ALUMINUM CO.,15.29,11.1,15.34,15.75,15.23,1004535
CORCEPT THERAPEUTICS INC.,28.15,11.54,28.62,28.93,28.09,1002686
IN8BIO INC.,1.0,0.0,0.98,1.02,0.97,998608
NATIONAL VISION HLD.,12.98,11.59,13.05,13.21,12.86,997476
SYNDAX PHARMACEUTICALS INC.,19.06,14.12,19.92,19.93,18.92,993936
ALLOT,2.04,11.45,2.06,2.11,2.02,993899
VERONA PHARMA PLC ADS,15.5,16.96,16.71,16.96,15.45,992744
EVOLV TECHNOLOGIES HLD.,2.26,10.44,2.27,2.31,2.21,991507
PACIRA BIOSCIENCES INC.,28.19,3.11,27.28,28.21,27.21,988088
FORWARD AIR CORP.,20.98,12.42,21.16,21.9,20.67,983589
TANGO THERAPEUTICS INC.,9.54,1.71,9.45,9.72,9.03,982032
RADNET INC.,58.33,10.29,58.33,59.83,58.22,981281
ATLANTICA SUSTAINABLE INFRASTRUCTURE PL,21.98,0.09,21.88,21.99,21.88,981098
PROGRESS SOFTWARE,48.97,11.07,49.44,49.58,48.79,980093
TRAVERE THERAPEUTICS INC.,7.1,13.14,7.29,7.31,6.96,976340
DENNY S CORP.,6.43,13.16,6.65,6.69,6.41,975490
LUMENTUM HOLDINGS INC.,49.58,10.84,50.01,50.73,49.42,974522
TREACE MEDICAL CONCEPTS INC.,6.03,10.82,6.0,6.16,5.87,973952
FIBROGEN INC,1.03,12.83,1.08,1.08,1.03,972435
IMMUNOME INC.,13.28,0.99,13.15,13.47,12.81,970522
SERVICE PROPERTIES TRUST SHARES OF BENE,4.94,10.6,5.0,5.03,4.89,968834
BIONTECH SE ADS,86.27,12.45,88.44,88.61,85.32,968146
CEREVEL THERAPEUTICS HLD.,41.85,0.92,41.64,41.9,41.48,963256
PLUTONIAN ACQUISITION,2.43,0.0,6.32,6.32,2.32,961301
LIGHT & WONDER INC.,98.54,5.11,94.0,99.47,93.46,958729
WIMI HOLOGRAM CLOUD INC. ADS,0.818,3.48,0.84,0.8505,0.8033,957445
ACADIA HEALTHCARE CO.,68.29,3.78,66.01,69.01,65.74,956117
VERISIGN INC.,178.2,10.05,177.95,178.93,177.53,955085
RUMBLE INC.,5.57,11.94,5.67,5.7,5.52,954554
SLM CORP.,20.51,0.34,20.25,20.62,20.24,952937
SCHOLAR ROCK HOLDING,8.49,13.3,8.75,8.81,8.31,950556
IONIS PHARMACEUTICALS INC.,40.64,10.29,40.86,41.31,40.41,950524
HYZON MOTORS INC.,0.3669,115.85,0.436,0.44,0.3669,950499
T STAMP INC.,0.52,1.96,0.5,0.5598,0.46,948443
ALX ONCOLOGY HLD.,6.93,16.1,7.38,7.46,6.81,946776
X4 PHARMACEUTICALS INC.,0.9656,12.66,0.9866,1.015,0.9548,945929
APOGEE THERAPEUTICS INC.,36.37,16.72,39.13,39.33,36.26,945649
EXLSERVICE HOLDINGS INC.,29.15,10.44,29.31,29.46,28.98,940878
AVALON GLOBOCARE,0.42,0.72,0.428,0.48,0.4076,940229
TEMPEST THERAPEUTICS INC.,2.85,12.06,2.92,3.0,2.83,939311
ASP ISOTOPES INC.,3.59,14.77,3.68,3.77,3.46,938139
MAKEMYTRIP LTD.,82.33,4.25,79.45,83.03,79.11,937930
TPI COMPOSITES INC.,5.07,3.89,4.9,5.33,4.89,937641
VNET GROUP INC. ADS,2.08,12.8,2.1,2.15,2.03,934881
CARDIOL THERAPEUTICS INC.,2.08,15.45,2.21,2.21,1.95,933193
ANAVEX LIFE SCIENCES,3.88,4.02,3.72,3.89,3.63,930581
BIGCOMMERCE HLD.,7.43,15.35,7.84,7.9,7.43,929507
DENALI THERAPEUTICS INC.,20.62,0.68,20.56,20.88,20.07,928691
QIFU TECHNOLOGY INC ADS,19.78,1.33,19.41,20.04,19.41,928342
APPLIED OPTOELECTRONICS INC.,10.04,11.28,10.21,10.39,9.92,927838
IPOWER INC.,2.0,14.31,2.21,2.44,1.92,927690
MONRO INC.,23.43,11.6,23.74,23.8,23.18,925319
IRIDIUM COMMUNICATIONS INC,25.62,12.44,26.24,26.39,25.5,923843
TANDEM DIABETES CARE INC.,42.83,10.4,42.64,43.35,41.65,922358
FTAI INFRASTRUCTURE INC.,8.37,4.89,7.97,8.49,7.95,918365
BEAMR IMAGING,5.42,4.43,5.08,5.47,4.94,914513
BIONANO GENOMICS INC.,0.7752,14.87,0.83,0.84,0.7752,912163
SNAP ONE HOLDINGS,10.75,0.0,10.74,10.76,10.74,911085
TEXAS ROADHOUSE INC.,170.03,10.93,171.59,172.07,169.52,910391
T. ROWE PRICE GROUP INC.,117.57,0.45,117.0,118.15,116.57,910100
LIXIANG EDUCATION HOLDING CO.,0.382,6.11,0.342,0.42,0.342,909504
AURINIA PHARMACEUTICALS INC,5.42,12.17,5.49,5.63,5.41,908202
NKARTA INC.,5.27,17.05,5.6,5.76,5.11,904774
CRISPR THERAPEUTICS AG,60.57,11.96,62.03,62.17,60.41,903403
APPLIED THERAPEUTICS INC.,4.5,16.83,4.84,4.84,4.43,900981
THE COOPER COMPANIES INC.,91.66,10.87,92.19,93.17,91.45,899972
SAVARA INC.,3.83,11.03,3.85,3.93,3.78,896944
NEWMARK GROUP INC.,10.06,10.59,10.13,10.21,10.05,894252
MICROSTRATEGY INC.,1469.43,12.51,1457.93,1510.95,1446.0,893368
RACKSPACE TECHNOLOGY INC.,2.54,2.83,2.46,2.57,2.45,892563
COGNYTE SOFTWARE,7.6,15.12,8.64,8.69,7.32,888746
LIBERTY MEDIA CORP.,72.67,0.0,72.45,72.74,71.7,885910
ALIGN TECHNOLOGY INC.,242.2,11.35,246.23,247.36,241.89,885495
NEXTDECADE CORP.,7.62,2.28,7.45,7.69,7.39,885468
URANIUM ROYALTY,2.46,2.93,2.37,2.47,2.37,884425
ACELYRIN INC.,4.2,10.24,4.21,4.29,4.08,880983
BLACKLINE INC.,44.06,12.89,45.09,45.14,43.92,878993
KLA CORP.,863.31,1.7,849.0,876.55,846.98,878242
MELCO RESORTS & ENTERTAINMENT,7.71,11.66,7.73,7.84,7.6,877700
NOVOCURE LTD.,19.44,0.21,19.27,19.99,19.17,876270
